JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,School_Type,School_Location,Extra_Tutorials,Access_To_Learning_Materials,Parent_Involvement,IT_Knowledge,Student_ID,Age,Gender,Socioeconomic_Status,Parent_Education_Level,Assignments_Completed
192,31,93,2,4.8,Public,Urban,Yes,Yes,Low,Low,2116,16,Female,Medium,Primary,4
149,5,89,5,14.0,Public,Urban,Yes,Yes,High,Low,2117,16,Female,Low,Secondary,1
297,40,100,2,4.4,Public,Urban,Yes,No,Medium,High,2118,15,Female,High,Secondary,2
292,7,87,4,10.3,Private,Urban,No,Yes,Medium,Low,2119,18,Female,High,Secondary,1
139,10,69,2,4.1,Public,Rural,Yes,No,Medium,High,2120,15,Female,Medium,Secondary,2
193,17,86,2,12.3,Public,Rural,No,Yes,Medium,High,2121,17,Male,Medium,Tertiary,2
127,21,74,1,15.9,Public,Rural,Yes,No,Low,Medium,2122,22,Male,Medium,Primary,2
193,23,75,3,13.9,Public,Rural,No,Yes,Low,Medium,2123,20,Female,Medium,Primary,2
165,17,77,4,13.9,Public,Urban,Yes,Yes,Medium,High,2124,22,Female,Low,None,1
165,19,100,2,14.4,Public,Rural,Yes,Yes,Medium,High,2125,19,Male,High,Tertiary,2
125,7,83,2,13.4,Public,Urban,Yes,No,High,Medium,2126,22,Female,Medium,Secondary,1
139,3,86,3,6.0,Private,Rural,Yes,Yes,Low,Low,2127,20,Female,Medium,Primary,1
119,22,69,2,1.4,Public,Urban,Yes,Yes,Low,Low,2128,20,Male,Low,Secondary,2
289,35,74,2,15.5,Public,Urban,Yes,Yes,High,Low,2129,20,Male,Medium,Secondary,4
216,37,79,3,3.1,Public,Urban,No,No,Medium,Low,2130,20,Female,Medium,Secondary,2
154,11,97,4,12.6,Private,Urban,No,No,High,Low,2131,15,Male,Low,None,1
161,25,87,2,8.3,Public,Urban,No,Yes,Medium,Medium,2132,15,Male,Low,Primary,3
179,17,90,1,18.4,Public,Urban,Yes,No,Medium,Medium,2133,17,Male,Low,Primary,2
155,29,90,3,7.5,Public,Urban,No,Yes,Low,Medium,2134,19,Female,Medium,Secondary,4
222,33,82,3,19.7,Public,Urban,Yes,Yes,Low,Low,2135,16,Female,Medium,Secondary,2
208,24,100,1,8.0,Public,Urban,Yes,No,Medium,Low,2136,17,Male,Low,None,3
183,17,79,1,8.6,Public,Rural,Yes,Yes,Low,Medium,2137,18,Female,Low,Primary,1
216,32,100,4,8.6,Public,Rural,No,Yes,Medium,Medium,2138,15,Male,Medium,Secondary,1
156,24,87,2,13.9,Private,Urban,No,Yes,High,Medium,2139,15,Female,High,Tertiary,2
194,15,69,2,7.0,Public,Rural,No,No,Low,Medium,2140,17,Female,Low,None,3
119,3,74,2,8.6,Public,Rural,Yes,Yes,Low,Medium,2141,15,Male,Medium,Secondary,1
152,15,66,2,11.3,Public,Rural,No,No,High,Medium,2142,19,Female,High,Tertiary,1
148,31,94,2,6.8,Public,Rural,Yes,Yes,Low,Medium,2143,19,Female,Medium,Primary,3
141,27,82,2,10.8,Public,Rural,Yes,Yes,Medium,Low,2144,20,Male,Low,Secondary,1
118,5,60,1,7.9,Public,Urban,No,Yes,Medium,High,2145,17,Female,Medium,Secondary,1
197,11,89,2,10.4,Public,Urban,No,Yes,Low,Medium,2146,17,Female,High,Tertiary,1
243,37,84,3,8.1,Public,Rural,Yes,Yes,High,Low,2147,20,Female,Low,None,3
219,13,73,3,6.6,Public,Urban,No,Yes,Medium,High,2148,17,Male,Low,Primary,1
223,28,100,3,11.5,Public,Rural,Yes,No,Medium,Medium,2149,18,Male,Low,Primary,2
214,17,88,5,15.9,Public,Rural,Yes,No,High,Low,2150,15,Male,Low,None,1
202,37,83,3,8.3,Public,Urban,No,Yes,Medium,High,2151,16,Male,Medium,Tertiary,2
139,10,78,3,4.3,Public,Urban,Yes,Yes,Medium,Medium,2152,22,Female,Low,None,1
243,36,74,3,7.7,Public,Rural,Yes,Yes,Medium,High,2153,16,Female,Low,Primary,5
239,27,76,3,7.7,Public,Rural,No,Yes,Low,High,2154,16,Female,Medium,Secondary,3
207,25,99,2,9.8,Public,Rural,Yes,Yes,Low,Low,2155,17,Female,Medium,Tertiary,1
209,5,82,3,5.8,Private,Urban,No,Yes,Low,Medium,2156,18,Male,High,Tertiary,1
248,6,89,3,10.1,Private,Rural,No,No,Low,Medium,2157,18,Female,High,Secondary,1
112,12,61,2,13.0,Private,Rural,Yes,Yes,Low,Medium,2158,16,Male,Low,Primary,3
236,27,76,3,3.7,Public,Urban,No,Yes,Low,Low,2159,16,Female,High,Tertiary,1
203,12,92,3,12.4,Public,Urban,No,Yes,Low,Medium,2160,18,Female,Low,Tertiary,1
237,15,92,5,4.8,Public,Urban,Yes,Yes,Low,High,2161,20,Male,Medium,Tertiary,1
186,26,100,2,4.2,Public,Urban,No,Yes,Medium,High,2162,17,Female,Low,None,2
230,29,100,2,6.5,Public,Urban,Yes,Yes,Low,Medium,2163,21,Male,High,Tertiary,3
191,20,83,3,16.2,Public,Urban,Yes,Yes,Medium,Low,2164,17,Female,Medium,Secondary,1
161,26,88,2,10.0,Public,Rural,Yes,Yes,Medium,Low,2165,16,Male,Medium,Primary,3
237,14,85,3,10.3,Public,Urban,No,Yes,High,Low,2166,19,Male,Low,Tertiary,1
123,12,100,1,13.1,Private,Rural,Yes,Yes,Medium,Low,2167,22,Female,Low,Primary,1
159,33,94,3,9.4,Public,Urban,No,Yes,High,High,2168,17,Female,Medium,Tertiary,2
116,15,82,3,6.7,Public,Rural,Yes,No,Medium,Low,2169,19,Female,Medium,Primary,1
194,22,87,2,12.1,Public,Rural,Yes,Yes,Low,Medium,2170,15,Female,Medium,Tertiary,3
156,39,97,3,11.1,Private,Rural,No,No,Low,Medium,2171,21,Female,Medium,Secondary,3
152,5,88,1,11.5,Public,Urban,No,No,Medium,Low,2172,17,Male,Low,Primary,1
108,21,95,1,4.7,Public,Rural,No,Yes,Medium,Low,2173,19,Female,High,Secondary,2
224,39,67,3,10.8,Public,Rural,Yes,Yes,Medium,High,2174,21,Female,Low,Primary,5
175,17,89,1,16.3,Private,Rural,Yes,Yes,Medium,Low,2175,15,Female,Low,Primary,3
114,22,76,1,18.7,Public,Rural,Yes,No,Low,Medium,2176,15,Female,Medium,Secondary,1
214,14,100,2,7.7,Private,Urban,Yes,No,High,Low,2177,16,Female,Medium,Secondary,1
138,10,97,3,14.3,Public,Rural,No,Yes,Low,Medium,2178,19,Female,Low,Primary,1
131,19,82,3,7.0,Public,Rural,No,Yes,Medium,Low,2179,16,Female,Medium,None,4
119,22,95,2,17.4,Private,Urban,Yes,Yes,High,Low,2180,20,Male,High,Tertiary,3
270,38,100,4,11.7,Public,Urban,Yes,Yes,High,Low,2181,21,Male,Medium,Tertiary,4
179,34,85,3,16.7,Public,Urban,No,Yes,Medium,Low,2182,22,Male,Low,Tertiary,3
175,19,100,4,7.8,Public,Urban,Yes,Yes,High,High,2183,21,Male,Low,Secondary,1
182,31,84,2,6.6,Private,Rural,No,Yes,Medium,Medium,2184,22,Female,Low,Secondary,3
198,18,84,1,8.0,Public,Urban,No,No,Medium,High,2185,15,Male,Low,None,1
115,23,89,2,16.2,Public,Urban,Yes,No,High,High,2186,21,Male,Low,Primary,2
167,21,80,1,13.9,Public,Urban,No,No,Low,Low,2187,17,Male,Medium,Primary,2
195,25,86,2,8.6,Private,Urban,No,No,Medium,High,2188,17,Female,Low,Secondary,3
212,27,100,2,18.2,Public,Rural,Yes,No,Medium,Medium,2189,17,Male,Medium,Tertiary,1
105,0,80,2,12.0,Public,Rural,Yes,Yes,Medium,Medium,2190,19,Female,Low,None,1
159,8,67,3,2.4,Public,Urban,No,Yes,Low,High,2191,22,Female,High,Tertiary,1
194,22,89,3,10.7,Public,Rural,No,Yes,Medium,Low,2192,18,Male,Low,Tertiary,3
138,1,75,2,18.0,Private,Urban,Yes,Yes,Low,Low,2193,20,Male,Medium,Primary,1
176,27,93,3,13.1,Public,Urban,No,Yes,Low,Low,2194,20,Female,Low,Primary,3
162,26,90,2,13.3,Private,Rural,No,Yes,High,High,2195,16,Male,High,None,1
191,24,99,3,0.0,Public,Rural,No,Yes,Low,Low,2196,21,Female,Medium,Secondary,2
202,12,95,2,1.2,Public,Rural,No,Yes,Medium,High,2197,18,Male,High,Tertiary,1
244,38,99,3,5.5,Private,Rural,Yes,Yes,Low,Low,2198,21,Male,Medium,None,4
179,38,78,2,11.7,Public,Rural,Yes,Yes,Medium,Medium,2199,18,Male,High,Tertiary,4
237,26,96,3,3.2,Public,Rural,Yes,Yes,High,Medium,2200,15,Female,Low,None,2
171,24,100,2,15.8,Private,Rural,Yes,Yes,High,High,2201,22,Male,Medium,Secondary,2
105,16,73,1,5.2,Public,Rural,Yes,Yes,Low,Low,2202,16,Female,Low,Secondary,1
198,26,100,3,5.0,Public,Rural,No,Yes,Medium,Low,2203,15,Male,Medium,Tertiary,3
158,17,78,1,10.9,Private,Urban,Yes,Yes,Medium,High,2204,18,Female,High,Primary,1
158,18,75,2,4.3,Public,Urban,Yes,Yes,Medium,High,2205,20,Male,Low,Tertiary,2
168,27,87,3,12.3,Public,Rural,No,Yes,Medium,Low,2206,15,Male,Low,None,1
224,40,94,2,15.9,Public,Rural,Yes,Yes,High,Medium,2207,15,Female,Low,Primary,5
280,16,100,4,3.8,Public,Urban,Yes,Yes,Low,Low,2208,19,Male,Medium,Secondary,1
219,22,78,2,9.9,Public,Rural,Yes,Yes,Low,High,2209,16,Male,Medium,Primary,1
221,13,91,2,6.4,Public,Urban,No,Yes,High,High,2210,21,Female,Low,Primary,2
144,32,76,1,1.0,Public,Rural,No,No,Medium,Medium,2211,16,Male,Low,Secondary,3
148,12,69,4,14.0,Private,Rural,No,Yes,Medium,Medium,2212,18,Female,Low,Primary,1
176,7,76,1,10.7,Public,Urban,No,Yes,Medium,Low,2213,17,Male,Low,None,2
235,30,81,4,1.3,Public,Urban,Yes,Yes,Medium,Medium,2214,15,Male,Medium,Tertiary,3
114,30,85,1,7.2,Public,Urban,No,No,Medium,Medium,2215,16,Male,Medium,Primary,3
223,30,98,4,13.0,Private,Rural,Yes,No,Medium,High,2216,17,Female,Medium,Tertiary,3
190,23,71,5,14.7,Public,Urban,No,Yes,Medium,Medium,2217,16,Male,Low,Tertiary,2
295,33,95,2,11.4,Public,Urban,Yes,Yes,Low,Medium,2218,20,Female,High,Tertiary,3
158,31,72,1,13.9,Public,Urban,Yes,No,Medium,Low,2219,18,Male,Medium,None,3
212,15,93,3,8.4,Public,Urban,Yes,Yes,High,High,2220,20,Male,Low,Primary,1
127,15,75,3,10.1,Public,Urban,Yes,Yes,Medium,Medium,2221,15,Male,High,Secondary,2
115,11,71,3,9.2,Public,Urban,No,Yes,Low,Medium,2222,21,Male,High,Secondary,1
181,10,92,2,14.2,Public,Rural,No,Yes,Low,Low,2223,19,Female,Low,Secondary,1
129,13,76,4,10.8,Private,Urban,No,Yes,Low,Low,2224,18,Male,Low,None,1
195,31,83,3,20.0,Private,Urban,Yes,Yes,Low,High,2225,18,Female,Low,None,2
193,26,64,1,9.0,Public,Urban,Yes,Yes,Low,High,2226,18,Male,Medium,Primary,2
142,23,91,2,4.3,Public,Urban,Yes,No,Medium,Low,2227,22,Male,Medium,Secondary,2
270,29,98,2,16.2,Private,Rural,Yes,Yes,High,Medium,2228,17,Female,High,Tertiary,2
266,32,90,5,6.5,Private,Urban,Yes,Yes,Low,High,2229,18,Female,Medium,Primary,3
114,7,66,1,13.8,Private,Rural,Yes,Yes,Low,Low,2230,19,Female,Low,None,1
173,17,96,3,5.9,Public,Urban,No,Yes,High,High,2231,20,Female,Medium,Tertiary,1
152,19,77,2,9.4,Public,Rural,No,No,Medium,Low,2232,15,Male,Low,Tertiary,1
229,27,83,2,7.3,Private,Urban,Yes,Yes,Medium,High,2233,16,Male,High,Secondary,1
151,21,100,1,9.9,Public,Urban,Yes,No,High,Medium,2234,21,Male,Medium,Primary,3
100,12,73,3,4.0,Public,Rural,No,No,Medium,Medium,2235,17,Male,High,None,1
174,16,91,4,8.2,Public,Urban,Yes,Yes,Medium,Medium,2236,18,Female,Medium,Primary,1
108,40,85,1,14.3,Public,Urban,No,Yes,Medium,Low,2237,16,Male,Medium,Secondary,2
111,23,84,1,10.2,Public,Rural,No,No,Low,Low,2238,20,Female,Low,Primary,2
177,24,87,3,11.8,Public,Rural,No,No,Medium,Medium,2239,18,Female,Low,Primary,1
107,12,84,1,9.9,Public,Urban,Yes,No,Low,Medium,2240,15,Female,Medium,Primary,1
211,19,89,4,11.7,Private,Urban,Yes,Yes,Medium,Low,2241,19,Male,Medium,Tertiary,1
141,16,82,1,13.8,Public,Urban,Yes,Yes,Low,Low,2242,19,Male,Medium,Secondary,2
110,17,95,1,9.7,Public,Urban,No,Yes,Low,Low,2243,21,Female,High,None,2
194,4,73,3,9.5,Public,Rural,Yes,Yes,Medium,Medium,2244,20,Female,High,Tertiary,1
131,2,91,1,5.0,Private,Rural,No,No,Low,High,2245,17,Male,High,Tertiary,1
184,15,93,2,12.0,Public,Rural,No,Yes,Low,Low,2246,16,Male,High,Secondary,3
122,17,88,2,20.0,Public,Rural,No,No,Medium,Low,2247,16,Male,Low,Primary,1
185,18,96,1,11.7,Public,Urban,Yes,No,Medium,Medium,2248,22,Male,Medium,None,1
236,38,87,4,17.6,Public,Urban,No,No,High,Medium,2249,21,Male,Low,Secondary,3
153,4,65,2,8.1,Public,Rural,Yes,Yes,High,Medium,2250,19,Female,Medium,Primary,1
248,19,88,2,17.7,Public,Urban,Yes,Yes,Low,Medium,2251,15,Female,Medium,Tertiary,2
210,36,77,2,14.7,Private,Rural,Yes,No,Medium,Medium,2252,17,Male,Medium,Secondary,2
120,16,74,3,12.4,Public,Urban,Yes,No,Medium,Low,2253,18,Female,Medium,None,1
162,27,72,3,2.2,Public,Rural,Yes,No,Medium,Low,2254,20,Female,Low,Secondary,4
288,40,87,5,14.2,Private,Rural,Yes,No,High,High,2255,17,Male,Medium,Tertiary,3
216,17,81,2,9.5,Private,Urban,Yes,No,Medium,High,2256,19,Female,Low,Secondary,1
155,17,61,3,7.2,Public,Urban,Yes,No,Medium,Low,2257,22,Female,Low,Primary,1
165,16,90,3,2.5,Public,Rural,No,Yes,Medium,Medium,2258,20,Female,Medium,Primary,1
136,0,100,3,6.4,Public,Rural,Yes,Yes,Low,Low,2259,18,Female,Medium,Secondary,1
167,16,90,4,4.5,Public,Rural,No,Yes,Medium,High,2260,17,Male,Low,Secondary,2
148,25,81,2,5.8,Public,Rural,No,Yes,Low,Low,2261,15,Female,Low,Primary,2
212,28,86,3,15.8,Public,Rural,Yes,Yes,Low,Low,2262,16,Female,Medium,None,2
281,34,87,3,7.0,Private,Urban,Yes,Yes,Low,High,2263,18,Male,High,Tertiary,3
199,18,87,3,5.4,Public,Urban,Yes,Yes,Medium,Medium,2264,17,Male,Low,Secondary,3
182,14,84,3,14.8,Public,Urban,Yes,Yes,High,Medium,2265,21,Female,Low,Tertiary,2
198,33,78,1,12.7,Public,Rural,No,Yes,Low,High,2266,15,Male,Medium,Primary,4
227,19,100,4,13.5,Public,Urban,Yes,No,High,Medium,2267,21,Female,Low,None,2
217,26,73,2,5.6,Public,Urban,No,No,Low,Medium,2268,22,Male,Low,None,1
196,23,92,2,10.1,Public,Rural,Yes,No,Low,Medium,2269,17,Female,Low,None,1
171,33,83,4,11.7,Public,Urban,No,Yes,High,High,2270,21,Female,Low,None,1
103,22,98,2,17.3,Public,Rural,Yes,Yes,Low,Low,2271,18,Female,Medium,Primary,1
226,12,91,3,9.8,Private,Rural,Yes,Yes,Low,High,2272,21,Female,Low,Primary,1
215,12,83,2,12.4,Public,Rural,Yes,Yes,Low,Medium,2273,15,Female,Medium,Tertiary,3
130,21,79,1,9.2,Private,Urban,Yes,Yes,Low,Medium,2274,20,Female,Medium,Primary,2
213,22,87,4,15.4,Public,Rural,No,Yes,Medium,Medium,2275,16,Male,Medium,Primary,4
133,12,71,2,9.5,Private,Urban,Yes,Yes,Low,Low,2276,21,Female,Medium,Primary,1
223,33,80,2,11.7,Public,Urban,Yes,Yes,Medium,Medium,2277,15,Female,High,Secondary,4
172,21,67,3,16.4,Private,Urban,Yes,Yes,Medium,High,2278,17,Female,Medium,Tertiary,2
163,19,75,1,16.9,Public,Rural,Yes,Yes,Medium,Medium,2279,17,Male,Low,None,2
218,30,88,3,15.5,Public,Urban,Yes,No,High,Medium,2280,21,Male,Medium,Primary,2
104,10,83,2,11.8,Public,Urban,No,Yes,Low,High,2281,17,Female,Low,Secondary,1
226,38,69,3,8.8,Public,Urban,No,Yes,Medium,High,2282,20,Female,High,Tertiary,4
214,16,85,2,8.2,Public,Urban,Yes,Yes,Medium,Medium,2283,17,Male,Medium,Tertiary,1
152,24,88,2,8.7,Private,Rural,Yes,Yes,Low,Low,2284,21,Male,Low,Primary,1
246,39,87,2,13.1,Public,Rural,No,Yes,High,Medium,2285,17,Female,Low,Tertiary,2
194,9,80,3,4.4,Public,Urban,Yes,No,Medium,High,2286,20,Male,Medium,Secondary,2
111,11,76,1,12.9,Public,Rural,No,Yes,Low,Medium,2287,19,Male,Medium,Secondary,1
186,31,80,3,7.6,Public,Rural,No,No,Low,Low,2288,15,Male,Low,Primary,3
100,24,74,2,11.6,Public,Rural,No,Yes,Low,Medium,2289,15,Female,Medium,Secondary,2
165,17,85,1,8.2,Public,Rural,No,No,High,Medium,2290,15,Female,Medium,Tertiary,1
220,17,100,3,10.6,Private,Urban,Yes,Yes,High,High,2291,15,Female,Medium,None,1
148,26,76,2,8.3,Public,Rural,Yes,Yes,Low,Medium,2292,18,Female,Low,None,2
184,31,82,4,9.9,Private,Rural,Yes,Yes,Low,High,2293,21,Male,High,Tertiary,3
196,11,85,2,5.6,Public,Urban,Yes,Yes,Medium,Low,2294,17,Female,High,Tertiary,1
214,12,80,2,13.7,Private,Urban,No,Yes,High,High,2295,19,Male,High,None,1
151,20,93,4,19.3,Public,Rural,Yes,Yes,Medium,Low,2296,22,Female,Low,Primary,2
124,21,59,3,15.5,Public,Urban,Yes,Yes,Low,Medium,2297,20,Female,Medium,Secondary,1
204,19,81,4,4.2,Public,Urban,Yes,No,Low,High,2298,18,Male,Low,Tertiary,1
146,23,90,4,11.1,Public,Urban,No,Yes,Low,Medium,2299,21,Female,Low,Primary,2
276,22,88,2,8.4,Public,Rural,Yes,Yes,Low,High,2300,15,Female,High,Secondary,3
191,2,78,4,15.2,Public,Urban,Yes,Yes,Medium,High,2301,22,Male,Low,Primary,1
122,11,85,4,10.2,Public,Rural,No,Yes,Low,Low,2302,20,Female,Low,None,1
139,17,91,4,15.6,Public,Rural,No,Yes,High,Medium,2303,15,Male,Medium,Secondary,2
188,18,87,4,14.3,Public,Rural,No,Yes,Medium,High,2304,20,Male,Medium,Secondary,1
171,9,77,3,12.1,Public,Urban,No,Yes,Medium,Medium,2305,19,Female,Medium,Secondary,1
160,2,88,2,7.9,Private,Urban,Yes,Yes,Medium,High,2306,21,Male,Low,Secondary,1
152,13,79,2,7.4,Public,Urban,Yes,Yes,Low,Medium,2307,15,Female,High,Tertiary,1
155,26,90,2,7.2,Public,Urban,Yes,Yes,Low,Medium,2308,15,Female,Low,Secondary,1
237,36,100,1,17.4,Public,Rural,Yes,No,High,Low,2309,15,Male,High,Secondary,2
208,33,62,4,9.7,Private,Rural,Yes,Yes,Medium,Medium,2310,15,Female,Medium,Secondary,3
101,6,81,2,11.8,Private,Urban,No,Yes,Low,Medium,2311,18,Female,Low,None,1
159,8,67,4,18.0,Private,Rural,Yes,No,Low,Medium,2312,18,Female,Low,None,2
110,19,100,1,10.6,Private,Rural,Yes,Yes,Low,Low,2313,18,Male,Low,Primary,2
175,25,80,4,11.3,Private,Urban,Yes,Yes,Low,High,2314,15,Female,High,Secondary,1
176,23,91,2,7.3,Private,Urban,No,Yes,Low,Medium,2315,16,Male,High,Tertiary,2
162,0,83,1,9.7,Public,Rural,Yes,Yes,Low,Low,2316,18,Female,High,Tertiary,2
153,10,75,4,13.0,Private,Urban,No,Yes,Medium,Medium,2317,21,Male,Medium,None,1
193,21,77,4,5.0,Private,Urban,Yes,No,High,Medium,2318,22,Male,Medium,Secondary,1
230,29,100,3,20.0,Public,Rural,Yes,Yes,Medium,High,2319,22,Female,Medium,Primary,3
155,25,92,2,10.5,Public,Rural,No,Yes,Medium,Medium,2320,17,Female,Low,Tertiary,4
130,17,100,3,19.5,Public,Rural,Yes,No,Low,Medium,2321,17,Female,Low,None,2
211,26,87,3,14.3,Private,Rural,Yes,No,Low,Medium,2322,16,Female,Low,Primary,2
121,16,84,1,7.9,Public,Rural,No,No,Medium,High,2323,19,Female,Low,None,1
246,32,86,3,15.7,Public,Urban,Yes,No,High,Medium,2324,17,Female,High,Tertiary,3
162,21,81,4,17.4,Public,Urban,No,Yes,Low,Low,2325,20,Female,Medium,Secondary,2
141,17,72,5,0.0,Public,Urban,No,No,Low,Medium,2326,19,Female,Medium,Tertiary,1
180,18,85,4,16.9,Private,Rural,No,No,High,Low,2327,17,Male,Low,None,2
234,25,81,3,0.9,Private,Rural,No,No,High,High,2328,20,Female,Low,None,2
107,18,84,2,11.6,Private,Urban,Yes,Yes,Low,Medium,2329,16,Female,Low,Secondary,2
216,25,89,2,12.2,Public,Urban,Yes,No,Low,Medium,2330,18,Male,Medium,Tertiary,1
189,24,88,2,6.9,Private,Urban,Yes,No,High,Low,2331,21,Female,Low,Primary,2
237,37,100,2,2.5,Public,Rural,No,Yes,Low,Low,2332,19,Female,Medium,Tertiary,3
177,22,84,5,15.8,Public,Urban,No,No,Medium,Medium,2333,20,Male,High,Secondary,1
134,10,89,4,13.0,Public,Rural,Yes,Yes,Low,Medium,2334,22,Male,Medium,Secondary,1
246,34,100,4,4.9,Public,Rural,Yes,Yes,Medium,Medium,2335,20,Male,High,Tertiary,2
214,11,99,2,8.1,Private,Urban,No,No,Low,High,2336,19,Male,Low,Tertiary,2
126,6,92,3,4.9,Public,Urban,No,No,Medium,High,2337,16,Female,Low,None,1
130,19,79,2,7.8,Private,Rural,No,No,Low,Low,2338,22,Male,Low,None,1
134,21,84,1,1.2,Public,Urban,No,Yes,Medium,Low,2339,19,Male,Medium,Secondary,2
254,15,77,3,8.2,Public,Urban,No,No,Medium,High,2340,17,Female,Medium,Primary,2
148,14,87,2,9.1,Public,Rural,Yes,Yes,Low,Medium,2341,18,Female,Low,Primary,1
133,11,84,1,8.8,Public,Rural,No,Yes,Medium,Low,2342,15,Male,High,Tertiary,1
254,22,90,3,9.9,Private,Urban,No,Yes,High,Low,2343,16,Male,Medium,Tertiary,1
105,22,90,2,6.4,Public,Rural,Yes,Yes,High,Low,2344,22,Female,Low,None,1
249,32,78,3,8.0,Public,Urban,Yes,Yes,Low,Low,2345,19,Male,High,Secondary,2
116,15,96,2,6.6,Public,Urban,No,Yes,Medium,High,2346,19,Male,Low,Primary,1
177,15,93,1,5.1,Public,Urban,No,Yes,Medium,Medium,2347,22,Female,Medium,Secondary,1
243,13,88,4,7.1,Public,Urban,Yes,Yes,Medium,Low,2348,19,Female,High,Tertiary,1
218,36,86,2,6.9,Public,Rural,Yes,No,High,Low,2349,19,Female,High,Tertiary,2
134,22,86,1,15.6,Public,Urban,No,Yes,High,Low,2350,16,Male,Medium,Tertiary,3
218,17,100,2,12.3,Private,Rural,No,Yes,Medium,Medium,2351,17,Female,Low,Secondary,2
234,31,89,3,5.0,Public,Rural,No,Yes,High,High,2352,17,Male,Low,Secondary,2
147,17,84,4,3.0,Public,Urban,Yes,Yes,Low,Low,2353,18,Female,Low,Primary,1
273,25,91,3,18.8,Public,Urban,Yes,No,High,High,2354,18,Male,Low,Secondary,1
116,19,98,3,13.5,Public,Urban,No,Yes,Medium,Medium,2355,15,Female,Medium,Secondary,2
149,11,79,3,10.1,Public,Urban,No,Yes,Medium,High,2356,17,Female,Low,None,1
231,21,88,3,13.9,Public,Urban,Yes,Yes,High,Medium,2357,20,Female,Medium,Secondary,2
169,20,98,3,14.2,Private,Rural,Yes,Yes,Medium,Medium,2358,16,Female,Medium,Tertiary,2
113,10,82,1,8.2,Public,Rural,No,Yes,Medium,Medium,2359,17,Male,Medium,None,1
214,29,98,3,1.5,Public,Urban,Yes,Yes,High,Medium,2360,22,Female,High,Secondary,2
167,36,75,4,20.0,Public,Rural,No,Yes,Low,Low,2361,17,Female,Low,Primary,3
179,13,83,5,10.8,Public,Rural,Yes,No,High,High,2362,18,Female,Medium,Primary,3
161,3,98,1,7.8,Private,Rural,Yes,Yes,Low,High,2363,20,Male,High,Tertiary,1
225,6,81,3,5.4,Public,Rural,Yes,Yes,Medium,Low,2364,19,Male,Medium,Primary,1
244,24,87,2,7.6,Public,Urban,Yes,No,Low,High,2365,19,Female,Low,Tertiary,4
102,8,82,4,1.8,Public,Rural,No,No,Low,Medium,2366,20,Female,Low,None,2
223,26,78,2,9.3,Private,Rural,Yes,Yes,Medium,Low,2367,17,Female,High,Tertiary,4
130,17,78,3,3.8,Private,Urban,Yes,No,Low,Low,2368,17,Female,Low,None,1
144,3,83,1,13.6,Public,Urban,Yes,Yes,High,Low,2369,17,Male,Medium,Secondary,1
170,3,84,2,9.7,Public,Urban,No,Yes,Low,Low,2370,17,Male,Low,None,1
156,21,95,2,16.4,Public,Urban,Yes,Yes,Low,Low,2371,21,Female,Low,Secondary,1
229,25,100,4,4.8,Private,Rural,No,Yes,High,Medium,2372,18,Male,Low,Secondary,2
117,11,73,1,11.2,Public,Rural,No,Yes,Medium,Low,2373,17,Female,Low,None,1
278,13,92,4,7.0,Public,Urban,No,Yes,High,Low,2374,21,Male,Medium,Primary,1
197,26,92,3,11.3,Public,Urban,No,Yes,Low,Medium,2375,17,Male,High,Secondary,3
144,29,97,3,7.3,Public,Rural,Yes,Yes,Medium,Low,2376,15,Female,Low,None,2
193,24,92,4,7.7,Public,Urban,No,No,Medium,Medium,2377,15,Female,Medium,Primary,2
103,6,83,1,15.8,Public,Urban,No,No,High,Low,2378,21,Female,Low,None,1
105,14,86,3,15.5,Public,Rural,Yes,Yes,Medium,Medium,2379,17,Male,High,Tertiary,1
217,11,93,2,9.7,Public,Urban,Yes,Yes,High,Low,2380,22,Female,High,Tertiary,1
231,34,79,4,6.0,Public,Urban,Yes,Yes,High,Medium,2381,19,Male,Low,Primary,2
209,23,88,3,0.1,Public,Rural,No,Yes,Medium,High,2382,16,Male,High,Tertiary,2
162,3,97,2,8.6,Public,Rural,No,Yes,Medium,Medium,2383,15,Male,Medium,Primary,1
210,20,85,2,4.4,Private,Urban,Yes,No,Medium,Medium,2384,17,Female,Medium,Primary,2
195,26,87,3,18.0,Public,Urban,No,Yes,Low,Low,2385,15,Male,High,Secondary,1
167,16,82,4,0.0,Public,Rural,No,Yes,Low,Medium,2386,17,Male,High,Primary,1
218,21,65,2,6.4,Private,Urban,Yes,Yes,Low,High,2387,19,Female,Medium,Tertiary,2
185,9,85,1,10.1,Public,Rural,No,Yes,Medium,Low,2388,19,Female,Medium,Tertiary,1
134,21,85,3,11.3,Public,Rural,Yes,No,Medium,Low,2389,15,Male,Medium,Primary,1
183,14,80,1,15.6,Public,Rural,Yes,Yes,Medium,Medium,2390,21,Female,Low,Primary,1
110,0,69,1,14.9,Public,Urban,No,Yes,Medium,Low,2391,20,Female,Low,None,1
102,10,71,1,1.0,Public,Urban,No,No,Medium,High,2392,21,Female,Medium,Primary,1
175,29,92,2,15.0,Public,Urban,No,Yes,Low,Medium,2393,16,Male,Low,None,2
196,18,100,1,14.9,Private,Urban,No,Yes,Low,Low,2394,16,Female,Low,Primary,1
172,35,97,1,13.6,Public,Urban,Yes,Yes,Low,Low,2395,16,Male,Low,Primary,4
